Name,Type,Category,LGA,Tentative_Population,Priority_Tier,Latitude,Longitude
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5228541,6.8840983
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5238075,6.880204
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.6164889,6.8943045
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.6163144,6.8920453
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.6165266,6.8931899
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5164196,6.8767211
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.5177885,6.8727557
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5168793,6.8740108
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5235695,6.8425914
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5208972,6.8403181
Unnamed Marketplace,Marketplace,Business,Dekina,High (Thousands Daily),1,7.5229636,6.8417263
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5942209,6.8604895
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5928377,6.8577866
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5946201,6.8568357
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5942587,6.8606813
Unnamed Marketplace,Marketplace,Business,Dekina,High (Thousands Daily),1,7.5943238,6.8564375
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.5952172,6.8614171
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5901068,6.8930595
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5913734,6.8916861
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5863566,6.8943664
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5895547,6.8933567
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.5891314,6.8936056
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.5867105,6.8938155
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5677368,6.8856701
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.566455,6.8854824
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.5683585,6.8855335
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5648261,6.8843834
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.5250094,6.8409666
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5217564,6.8412864
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.5261067,6.8426538
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.5243509,6.8433611
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7983668,7.3217386
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.8038763,7.3173248
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7455483,7.2885224
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7441645,7.2886565
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7430446,7.2868851
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7372138,7.2587667
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7388077,7.2601146
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7375886,7.2602599
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7370092,7.2599357
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7377124,7.2590009
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.7389843,7.2621841
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7474879,7.2903567
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.7481541,7.2920254
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.7404273,7.2864546
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.804844,7.3166182
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.8008141,7.3187783
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.8079271,7.3159587
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7978434,7.3215575
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.8004927,7.3206756
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.807493,7.3158848
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7952,7.3233539
Unnamed Marketplace,Marketplace,Business,Dekina,High (Thousands Daily),1,7.8008431,7.3202149
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7994274,7.3201557
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.8091504,7.3143528
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.8056454,7.3178932
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Dekina,Medium-High (Hundreds Daily/Weekly),1,7.7995643,7.3191584
Unnamed School,School,Education,Dekina,Medium (Steady Flow),1,7.7980186,7.3201998
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8289562,6.7597462
Unnamed Nan,Nan,Business,Ibaji,Low-Medium (Local Traffic),1,6.8311752,6.7557764
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.8261801,6.7573809
Unnamed Nan,Nan,Business,Ibaji,Low-Medium (Local Traffic),1,6.8310502,6.755866
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8277606,6.7593465
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8351211,6.7551776
Unnamed Nan,Nan,Business,Ibaji,Low-Medium (Local Traffic),1,6.831429,6.7557664
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8293703,6.7590768
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8272105,6.7611412
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.6404056,6.7669668
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.6390855,6.7652805
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.6414053,6.7667946
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8083823,6.7773078
Unnamed Police,Police,Business,Ibaji,Low-Medium (Local Traffic),1,6.8114048,6.7773197
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8158933,6.7765563
Unnamed Nan,Nan,Business,Ibaji,Low-Medium (Local Traffic),1,6.8126609,6.7774322
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8083918,6.7767646
Unnamed Marketplace,Marketplace,Business,Ibaji,High (Thousands Daily),1,6.7094525,6.8007414
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.828858,6.7596164
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.8351648,6.757542
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.8254984,6.7562641
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.8281714,6.7558012
Unnamed Police,Police,Business,Ibaji,Low-Medium (Local Traffic),1,6.8327999,6.7554675
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.8162549,6.7751938
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.7041046,6.7972248
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.7099626,6.802592
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.7083836,6.7986211
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.7120746,6.8031537
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.7080842,6.7988228
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.7105496,6.8046315
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.706205,6.7974096
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.706927,6.7965665
Unnamed Nan,Nan,Business,Ibaji,Low-Medium (Local Traffic),1,6.7098782,6.7983261
Unnamed Nan,Nan,Business,Ibaji,Low-Medium (Local Traffic),1,6.7101056,6.7986576
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.7099642,6.8042089
Unnamed School,School,Education,Ibaji,Medium (Steady Flow),1,6.7130094,6.8035857
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Ibaji,Medium-High (Hundreds Daily/Weekly),1,6.7088233,6.7985531
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.224895,7.0571417
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.2231118,7.0566941
Unnamed School,School,Education,Igalamela-Odolu,Medium (Steady Flow),1,7.2222427,7.0580822
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.2231485,7.0558376
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.2196975,7.0539761
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.2222735,7.0560205
Unnamed School,School,Education,Igalamela-Odolu,Medium (Steady Flow),1,7.1785864,7.0495775
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.176455,7.0496521
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.1731879,7.0486832
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.1698553,7.045687
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.1739572,7.0493794
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.177368,7.0499876
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Igalamela-Odolu,Medium-High (Hundreds Daily/Weekly),1,7.2274201,7.057946
Ikoyi-Ijumu Health Centre,Clinic,Business,Ijumu,Low-Medium (Local Traffic),1,7.8467417,5.926573
Town Market,Marketplace,Business,Ijumu,High (Thousands Daily),1,7.98086166302388,5.9904533005962115
No.1 Primary School,School,Education,Ijumu,Medium (Steady Flow),1,7.989254886335725,5.990543592168441
Marktot,Fuel,Business,Kabba/Bunu,Medium (Steady Flow),1,7.8288278,6.0728489
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.3147488,6.5863979
KOGIS,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.801845,6.7413021
Kogi State Surveys,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.80168,6.7413211
Post Office,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.8017361,6.7438341
Federal Medical Centre,Hospital,Hospitality,Lokoja,High (Thousands Daily),1,7.799937,6.7415676
Ministry of Works,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.8011993,6.7476294
KGIRS,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.8000832,6.7443786
Federal University Lokoja,University,Education,Lokoja,High (Thousands Daily),1,7.7921375,6.7319975
Ministry of Health,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.8030705,6.7374034
A division,Police,Hospitality,Lokoja,Low-Medium (Local Traffic),1,7.803323,6.7368777
Lokoja Central Masjid,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,7.8155733,6.7479257
Anglican,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,7.8141755,6.7462493
Old Market,Marketplace,Hospitality,Lokoja,High (Thousands Daily),1,7.8153022,6.7488564
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.1877533,6.5941253
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.1885259,6.5934147
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.1884152,6.5926023
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5488273,6.2620085
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.5491355,6.2615631
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4903114,6.3256062
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.54933,6.2697273
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5486212,6.2710645
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5598241,6.2437431
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.5574743,6.2425886
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5632785,6.2466525
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5626086,6.245618
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.5621341,6.2428264
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4122639,6.4304897
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4124903,6.4299846
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4132125,6.4306375
Unnamed Police,Police,Hospitality,Lokoja,Low-Medium (Local Traffic),1,8.4122803,6.4335964
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4128609,6.4307822
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4150373,6.4307949
Unnamed Nan,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,8.4127905,6.4304871
Unnamed Nan,Nan,Hospitality,Lokoja,Low-Medium (Local Traffic),1,8.4125112,6.4303143
Unnamed Marketplace,Marketplace,Hospitality,Lokoja,High (Thousands Daily),1,8.4132124,6.4314949
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4136983,6.4302379
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.4902437,6.3227458
Unnamed School,School,Education,Lokoja,Medium (Steady Flow),1,8.4905791,6.3231916
Unnamed Place_Of_Worship,Place_Of_Worship,Religious,Lokoja,Medium-High (Hundreds Daily/Weekly),1,8.4904098,6.3268548
